ppo, pdo, tpo, tdo
a nurse bought a pie for an aunt .,a nurse bought an aunt a pie .,the child made the box for the club .,the child made the club the box .
a woman bought a meal for an opponent .,a woman bought an opponent a meal .,the child made the box for the club .,the child made the club the box .
a professor saved a beer for a wife .,a professor saved a wife a beer .,the child made the box for the club .,the child made the club the box .
an actor purchased a meal for a hero .,an actor purchased a hero a meal .,the child made the box for the club .,the child made the club the box .
a colonel got a camera for a corporation .,a colonel got a corporation a camera .,the child made the box for the club .,the child made the club the box .
a buddy bought a cheese for an attorney .,a buddy bought an attorney a cheese .,the child made the box for the club .,the child made the club the box .
the secretary showed the ball to the army .,the secretary showed the army the ball .,a child sold a juice to a company .,a child sold a company a juice .
the physician showed the beer to the band .,the physician showed the band the beer .,a child sold a juice to a company .,a child sold a company a juice .
the champion threw the salad to the employer .,the champion threw the employer the salad .,a child sold a juice to a company .,a child sold a company a juice .
the husband showed the chocolate to the nurse .,the husband showed the nurse the chocolate .,a child sold a juice to a company .,a child sold a company a juice .
the minister threw the tea to the priest .,the minister threw the priest the tea .,a child sold a juice to a company .,a child sold a company a juice .
the writer took the motor to the leader .,the writer took the leader the motor .,a child sold a juice to a company .,a child sold a company a juice .
the worker sent the salad to the band .,the worker sent the band the salad .,a child sold a juice to a company .,a child sold a company a juice .
the singer fed the chocolate to the guy .,the singer fed the guy the chocolate .,a child sold a juice to a company .,a child sold a company a juice .
the hero fed the chocolate to the sheriff .,the hero fed the sheriff the chocolate .,a child sold a juice to a company .,a child sold a company a juice .
the president threw the tea to the sheriff .,the president threw the sheriff the tea .,a child sold a juice to a company .,a child sold a company a juice .
a cop got a pot for an army .,a cop got an army a pot .,the boy left the beer for the chief .,the boy left the chief the beer .
a writer purchased a camera for an administration .,a writer purchased an administration a camera .,the boy left the beer for the chief .,the boy left the chief the beer .
a prince found a chicken for a club .,a prince found a club a chicken .,the boy left the beer for the chief .,the boy left the chief the beer .
an attorney found a bowl for an author .,an attorney found an author a bowl .,the boy left the beer for the chief .,the boy left the chief the beer .
a scientist made a bowl for an army .,a scientist made an army a bowl .,the boy left the beer for the chief .,the boy left the chief the beer .
a buddy purchased a tea for a club .,a buddy purchased a club a tea .,the boy left the beer for the chief .,the boy left the chief the beer .
a guest bought a cheese for an adult .,a guest bought an adult a cheese .,the boy left the beer for the chief .,the boy left the chief the beer .
an aunt saved a hat for a worker .,an aunt saved a worker a hat .,the boy left the beer for the chief .,the boy left the chief the beer .
a champion saved an iron for a manager .,a champion saved a manager an iron .,the boy left the beer for the chief .,the boy left the chief the beer .
a manager purchased a pie for an employee .,a manager purchased an employee a pie .,the boy left the beer for the chief .,the boy left the chief the beer .
the singer fed the meal to the aunt .,the singer fed the aunt the meal .,a cop sent a beer to an administration .,a cop sent an administration a beer .
the reader gave the candy to the scientist .,the reader gave the scientist the candy .,a cop sent a beer to an administration .,a cop sent an administration a beer .
the pilot sold the guitar to the band .,the pilot sold the band the guitar .,a cop sent a beer to an administration .,a cop sent an administration a beer .
the bishop brought the hat to the leader .,the bishop brought the leader the hat .,a cop sent a beer to an administration .,a cop sent an administration a beer .
the actor showed the pie to the adult .,the actor showed the adult the pie .,a cop sent a beer to an administration .,a cop sent an administration a beer .
the priest sold the meal to the boy .,the priest sold the boy the meal .,a cop sent a beer to an administration .,a cop sent an administration a beer .
the chief threw the tea to the pilot .,the chief threw the pilot the tea .,a cop sent a beer to an administration .,a cop sent an administration a beer .
the uncle gave the coffee to the manager .,the uncle gave the manager the coffee .,a cop sent a beer to an administration .,a cop sent an administration a beer .
