ppo, pdo, tpo, tdo
the captain brought the jacket to the candidate .,the captain brought the candidate the jacket .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
the physician supplied the coffee to the boy .,the physician supplied the boy the coffee .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
the physician showed the juice to the army .,the physician showed the army the juice .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
the worker sold the chicken to the reader .,the worker sold the reader the chicken .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
the actress sent the candy to the club .,the actress sent the club the candy .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
the candidate brought the candy to the administration .,the candidate brought the administration the candy .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
the lady showed the coffee to the corporation .,the lady showed the corporation the coffee .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
the student promised the instrument to the lady .,the student promised the lady the instrument .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
the professor took the coat to the chief .,the professor took the chief the coat .,the adult drew the gun for the aunt .,the adult drew the aunt the gun .
a partner fed a pie to a guest .,a partner fed a guest a pie .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
a writer sent a chicken to a band .,a writer sent a band a chicken .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
a cousin promised a meal to a king .,a cousin promised a king a meal .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
a candidate promised a juice to a reader .,a candidate promised a reader a juice .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
a guy sent a coffee to an actress .,a guy sent an actress a coffee .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
a sheriff took a log to an adult .,a sheriff took an adult a log .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
an employee gave a meal to an administration .,an employee gave an administration a meal .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
a partner took a cup to a boy .,a partner took a boy a cup .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
a bishop supplied a cheese to a mayor .,a bishop supplied a mayor a cheese .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
a teacher promised a chocolate to a soldier .,a teacher promised a soldier a chocolate .,an opponent purchased a knife for a corporation .,an opponent purchased a corporation a knife .
the opponent got the chocolate for the administration .,the opponent got the administration the chocolate .,the kid promised the tea to the lawyer .,the kid promised the lawyer the tea .
the friend left the chocolate for the king .,the friend left the king the chocolate .,the kid promised the tea to the lawyer .,the kid promised the lawyer the tea .
the lady purchased the chocolate for the business .,the lady purchased the business the chocolate .,the kid promised the tea to the lawyer .,the kid promised the lawyer the tea .
the singer got the beer for the army .,the singer got the army the beer .,the kid promised the tea to the lawyer .,the kid promised the lawyer the tea .
the priest saved the pie for the administration .,the priest saved the administration the pie .,the kid promised the tea to the lawyer .,the kid promised the lawyer the tea .
the actor saved the beer for the priest .,the actor saved the priest the beer .,the kid promised the tea to the lawyer .,the kid promised the lawyer the tea .
the writer made the flower for the employee .,the writer made the employee the flower .,the kid promised the tea to the lawyer .,the kid promised the lawyer the tea .
the hero bought the coat for the parent .,the hero bought the parent the coat .,the kid promised the tea to the lawyer .,the kid promised the lawyer the tea .
